Hour	Tamb	tAmbDry	relHum	vWind	dirWind	pAmb_Pa	AISZ	AISA	IT_H	IB_H	ID_H	AI_H	IT_N	AI_N	IB_N	IT_S	IB_S	ID_S	AI_S	IT_E	IB_E	ID_E	AI_E	IT_W	IB_W	ID_W	AI_W	IT_surfUser_1	IB_surfUser_1	ID_surfUser_1	IDS_surfUser_1	IDG_surfUser_1	AI_surfUser_1	IT_surfUser_2	IB_surfUser_2	ID_surfUser_2	IDS_surfUser_2	IDG_surfUser_2	AI_surfUser_2	IT_surfUser_3	IB_surfUser_3	ID_surfUser_3	IDS_surfUser_3	IDG_surfUser_3	AI_surfUser_3	TambSmooth	PrioCol
4502	18.05101776	18.05101776	0.631862297	0	0	94821.49219	77.82855988	-111.4222641	189.7487217	541.0310059	142.0644073	77.82855988	1121.73584	69.08217621	916.1710815	134.1463013	0	134.1463013	110.9178238	2651.291748	2335.115723	316.176033	24.49641609	134.1463013	0	134.1463013	155.5037689	116.5056839	0	116.5056858	96.49826813	20.00741768	95.93340302	325.1899719	206.1889191	119.0010414	117.9632645	1.037776947	85.39128113	134.1463013	0	134.1463013	65.83672333	68.30957794	110.9178238	18.05101776	0
4503	18.15365982	18.15365982	0.629770508	0	0	94822.49219	77.51158142	-111.0853806	194.9248081	556.5140991	145.2152252	77.51158142	1111.757568	69.43640137	903.9564819	137.3640747	0	137.3640747	110.5635986	2664.478027	2344.433838	320.0442505	24.36046791	137.3640747	0	137.3640747	155.6396942	118.9900894	0	118.9900913	98.43689728	20.55319405	95.47794342	341.2384644	219.1908417	122.047623	120.9815369	1.066086173	85.11421204	137.3640747	0	137.3640747	67.19110107	70.17297363	110.5635986	18.15365982	0
4504	18.26080513	18.26080513	0.627617188	0	0	94823.51563	77.18452454	-110.7388916	200.1023356	571.3406372	149.0277557	77.18452454	1099.792847	69.80059814	889.3892822	140.8302002	0	140.8301926	110.1994247	2673.447754	2348.874512	324.5732498	24.22980309	140.8302002	0	140.8301926	155.7703552	121.9103775	0	121.9103775	100.8112564	21.09912109	95.00894165	357.88974	232.2024384	125.6873215	124.5929184	1.094403148	84.82788849	140.8302002	0	140.8301926	68.79330444	72.03688812	110.1994247	18.26080513	0
4505	18.36619949	18.36619949	0.625525398	0	0	94824.51563	76.86610413	-110.4026031	205.4335361	587.8336182	151.7271118	76.86610413	1090.652344	70.15385437	878.2684326	143.9195557	0	143.9195557	109.8461456	2689.24707	2361.258545	327.988472	24.11207581	143.9195557	0	143.9195557	155.888092	124.0845261	0	124.0845242	102.4232712	21.66125298	94.55323029	374.0982056	245.7635498	128.3346508	127.2110901	1.123560667	84.5486908	143.9195557	0	143.9195557	69.96343231	73.95612335	109.8461456	18.36619949	0
4506	18.47275543	18.47275543	0.623433609	0	0	94825.50781	76.54698181	-110.0665588	210.6136068	603.2017212	155.0072479	76.54698181	1079.868164	70.50667572	865.1976318	147.1672363	0	147.1672363	109.4933167	2700.50293	2368.540527	331.9623032	24.0035038	147.1672363	0	147.1672363	155.9966736	126.6294403	0	126.6294441	104.4219971	22.20744705	94.09740448	390.4296875	258.9335938	131.4960994	130.3442078	1.151891589	84.26846313	147.1672363	0	147.1672363	71.34629059	75.82094574	109.4933167	18.47275543	0
4507	18.58034325	18.58034325	0.62134182	0	0	94826.5	76.22717285	-109.7307587	215.7947456	618.5404053	158.320694	76.22717285	1068.868774	70.85903931	851.9038696	150.4208527	0	150.4208527	109.1409912	2711.211426	2375.25415	335.9571838	23.90420723	150.4208527	0	150.4208527	156.0959473	129.1875458	0	129.1875477	106.4337921	22.75375557	93.64147186	406.8418579	272.1543579	134.6875068	133.5072784	1.180228353	83.98721313	150.4208527	0	150.4208527	72.73469543	77.68615723	109.1409912	18.58034325	0
4508	18.68883514	18.68883514	0.619250031	0	0	94827.5	75.9066925	-109.3951797	220.9768168	633.8530884	161.6634369	75.9066925	1057.678223	71.21085358	838.4143677	153.6786804	0	153.6786728	108.7891541	2721.407715	2381.440186	339.9673538	23.81437302	153.6786804	0	153.6786728	156.185791	131.7559357	0	131.7559414	108.45578	23.30016136	93.18543243	423.3291016	285.4237061	137.9054239	136.6968536	1.208570242	83.70495605	153.6786804	0	153.6786728	74.12696838	79.55170441	108.7891541	18.68883514	0
4509	18.79810143	18.79810143	0.617158203	0	0	94828.5	75.58555603	-109.0597992	226.1596341	649.1154785	165.0592041	75.58555603	1046.293213	71.56219482	824.711792	156.9497833	0	156.9497833	108.4378052	2731.055176	2387.036377	344.0187454	23.73402214	156.9497833	0	156.9497833	156.2661438	134.3504791	0	134.3504753	110.50383	23.84664536	92.72929382	439.8982544	298.7272949	141.1709678	139.9340515	1.236916304	83.42170715	156.9497833	0	156.9497833	75.53226471	81.41751862	108.4378052	18.79810143	0
4510	18.90801811	18.90801811	0.615066414	0	0	94829.49219	75.26376343	-108.7245865	231.3431125	664.3502808	168.4849243	75.26376343	1034.745605	71.91304779	810.8439331	160.2250366	0	160.225029	108.0869751	2740.235596	2392.151611	348.0838699	23.66329384	160.2250366	0	160.225029	156.3368683	136.9553528	0	136.9553566	112.5621567	24.39319992	92.27305603	456.5361938	312.0723572	144.4638284	143.1985626	1.265265822	83.13747406	160.2250366	0	160.225029	76.94145203	83.28357697	108.0869751	18.90801811	0
4511	19.01845169	19.01845169	0.612974625	0	0	94830.48438	74.94133759	-108.3895645	236.5270996	679.5646362	171.9329376	74.94133759	1023.055908	72.26332092	796.8365479	163.5013123	0	163.5013046	107.7366867	2748.984863	2396.831543	352.1531067	23.60229683	163.5013123	0	163.5013046	156.3978729	139.5653076	0	139.5653038	114.6254959	24.93980789	91.8167572	473.2373657	325.4599915	147.7773827	146.4837646	1.293618083	82.85227203	163.5013123	0	163.5013046	78.35149384	85.14981079	107.7366867	19.01845169	0
4512	19.13254166	19.13254166	0.610821304	0	0	94831.51563	74.60877228	-108.0448227	241.8639459	695.1657104	175.5445099	74.60877228	1010.862793	72.62335968	782.2369995	166.8898621	0	166.8898621	107.3766403	2757.467529	2401.079102	356.3884583	23.54971886	166.8898621	0	166.8898621	156.45047	142.2832031	0	142.2831955	116.7806625	25.50253296	91.34693146	490.5082397	339.2637939	151.2444526	149.9216461	1.322806478	82.55769348	166.8898621	0	166.8898621	79.81878662	87.07107544	107.3766403	19.13254166	0
4513	19.24363327	19.24363327	0.608729515	0	0	94832.50781	74.28507996	-107.7100296	247.0485433	710.2747803	179.0999756	74.28507996	998.8837891	72.97257996	767.9099731	170.1917114	0	170.1917114	107.02742	2765.251221	2404.719727	360.5316162	23.50860596	170.1917114	0	170.1917114	156.4915771	144.9445343	0	144.9445305	118.8953247	26.04920578	90.89045715	507.3537292	352.6983948	154.6553309	153.3041687	1.351162195	82.27056885	170.1917114	0	170.1917114	81.25418091	88.93753052	107.02742	19.24363327	0
4514	19.35485649	19.35485649	0.606637726	0	0	94833.50781	73.96078491	-107.3753433	252.2332425	725.3867798	182.6528778	73.96078491	986.8060303	73.32125854	753.5044556	173.4844971	0	173.4845047	106.6787567	2772.71167	2408.062744	364.6489639	23.47738647	173.4844971	0	173.4845047	156.5227661	147.5937958	0	147.5937996	120.9979095	26.59589005	90.43390656	524.244873	366.1798096	158.0650806	156.6855621	1.379518509	81.98251343	173.4844971	0	173.4845047	82.68048096	90.80402374	106.6787567	19.35485649	0
4515	19.46608162	19.46608162	0.604545937	0	0	94834.5	73.6359024	-107.0407562	257.4178908	740.4365234	186.267868	73.6359024	974.6122437	73.66934967	738.9644775	176.7929077	0	176.7929153	106.3306808	2779.71582	2410.90625	368.8097458	23.4561367	176.7929077	0	176.7929153	156.5440216	151.3989868	1.042006612	150.3569832	123.2144165	27.14256668	89.97731781	541.2045898	379.6734009	161.5311654	160.123291	1.407874346	81.69354248	176.7929077	0	176.7929153	84.12242126	92.67049408	106.3306808	19.46608162	0
4516	19.57717896	19.57717896	0.602454109	0	0	94835.5	73.3104248	-106.7062149	262.6023526	755.4534912	189.9150085	73.3104248	962.3247681	74.01683044	724.3312378	180.1052551	0	180.1052551	105.9831772	2786.344727	2413.364258	372.9804459	23.44486046	180.1052551	0	180.1052551	156.5553131	176.7322845	22.00844955	154.7238407	127.0346146	27.68922615	89.52065277	558.2189941	393.191925	165.0270802	163.5908508	1.436229348	81.40367889	180.1052551	0	180.1052551	85.56835175	94.53690338	105.9831772	19.57717896	0
4517	19.68802261	19.68802261	0.60036232	0	0	94836.49219	72.98439026	-106.3717041	267.7865262	770.4550171	193.5764771	72.98439026	949.9553223	74.3637619	709.6276245	183.4145813	0	183.4145813	105.6362381	2792.647461	2415.505859	377.1416168	23.44353867	183.4145813	0	183.4145813	156.5566254	202.1175079	43.01315308	159.104353	130.8684998	28.2358532	89.06393433	575.2799072	406.7428284	168.5370315	167.0724487	1.464582801	81.11290741	183.4145813	0	183.4145813	87.0113678	96.4032135	105.6362381	19.68802261	0
4518	19.79848099	19.79848099	0.598270531	0	0	94837.49219	72.65779114	-106.0372086	272.970242	785.4050903	197.2877808	72.65779114	937.500061	74.71011353	694.8296509	186.7342224	0	186.7342148	105.289917	2798.559814	2417.230225	381.3296814	23.45219612	186.7342224	0	186.7342148	156.5479584	227.5702515	64.0476532	163.5225906	134.7401581	28.78243256	88.6071701	592.3983765	420.3056335	172.0927413	170.5998077	1.492933512	80.82125854	186.7342224	0	186.7342148	88.46486664	98.26934814	105.289917	19.79848099	0
4519	19.91165161	19.91165161	0.59611721	0	0	94838.51563	72.3210144	-105.6928787	278.1533474	799.6815796	201.6704559	72.3210144	923.914856	75.06598663	678.6115112	190.29245	0	190.2924423	104.9340439	2801.479492	2415.38623	386.0932159	23.47154808	190.29245	0	190.2924423	156.5286255	254.052887	85.610672	168.442215	139.113266	29.32894897	88.13694763	609.961792	433.7030029	176.2587537	174.7374725	1.521281123	80.52013397	190.29245	0	190.2924423	90.15717316	100.1352692	104.9340439	19.91165161	0
4520	20.02093887	20.02093887	0.594025421	0	0	94839.51563	71.99330902	-105.3583527	283.4881761	815.6368408	204.9206085	71.99330902	912.0131836	75.41104889	664.5948486	193.4821472	0	193.4821548	104.5889664	2809.512695	2419.65918	389.8533249	23.50043488	193.4821472	0	193.4821548	156.4997253	279.375	106.804306	172.5707073	142.679245	29.89146233	87.68011475	627.2891846	447.8860168	179.4031349	177.8526764	1.55045855	80.22674561	193.4821472	0	193.4821548	91.42634583	102.055809	104.5889664	20.02093887	0
4521	20.12945175	20.12945175	0.591933632	0	0	94840.50781	71.66508484	-105.0237656	288.6697049	830.5082397	208.7026825	71.66508484	899.3677979	75.75551605	649.630188	196.8014374	0	196.8014374	104.2444992	2814.467529	2420.433105	394.0345612	23.53921127	196.8014374	0	196.8014374	156.4609528	304.9512939	127.9012909	177.0500088	146.6121979	30.4378109	87.22323608	644.5427856	461.5165405	183.0262308	181.4474335	1.57879734	79.93251038	196.8014374	0	196.8014374	92.88027954	103.9211578	104.2444992	20.12945175	0
4522	20.23706436	20.23706436	0.589841843	0	0	94841.5	71.33633423	-104.6891098	293.8502333	845.3370361	212.5237732	71.33633423	886.668335	76.09933472	634.6112671	200.1261749	0	200.1261749	103.9006882	2819.092285	2420.864258	398.2281647	23.58786964	200.1261749	0	200.1261749	156.4122925	330.5673218	149.0069275	181.5603943	150.5763397	30.98405457	86.76635742	661.8433228	475.1576843	186.6856679	185.078537	1.607130885	79.63745117	200.1261749	0	200.1261749	94.34002686	105.7861481	103.9006882	20.23706436	0
4523	20.343647	20.343647	0.587750015	0	0	94842.5	71.00709534	-104.3543396	299.0296088	860.109314	216.3972626	71.00709534	873.9163208	76.44250488	619.5333252	203.4611511	0	203.4611435	103.5575027	2823.371338	2420.925049	402.446434	23.64631462	203.4611511	0	203.4611435	156.3538361	356.2260742	170.1145325	186.1115341	154.5813599	31.53017426	86.30942535	679.1934814	488.8000183	190.3934993	188.7580414	1.635457873	79.34157562	203.4611511	0	203.4611435	95.8104248	107.6507187	103.5575027	20.343647	0
4524	20.44907188	20.44907188	0.585658226	0	0	94843.5	70.67735291	-104.0194626	304.2077298	874.8687744	220.279068	70.67735291	861.12677	76.78500366	604.4353638	206.7896729	0	206.7896805	103.2149963	2827.391602	2420.746826	406.6447983	23.71450806	206.7896729	0	206.7896805	156.285675	381.8996582	191.2269592	190.6727066	158.5965424	32.07616425	85.85250092	696.5778809	502.4675903	194.1103114	192.4465332	1.663778186	79.04488373	206.7896729	0	206.7896805	97.27482605	109.5148544	103.2149963	20.44907188	0
4525	20.55321121	20.55321121	0.583566437	0	0	94844.49219	70.34713745	-103.6844635	309.3844604	889.5874023	224.1966705	70.34713745	848.298645	77.12683868	589.302124	210.1218719	0	210.1218719	102.8731842	2831.110352	2420.260498	410.849884	23.7923317	210.1218719	0	210.1218719	156.20784	407.5983582	212.3351746	195.2631836	162.6411743	32.62200928	85.39558411	714.0040283	516.1432495	197.8607768	196.1686859	1.692090869	78.74740601	210.1218719	0	210.1218719	98.74339294	111.378479	102.8731842	20.55321121	0
4526	20.65593529	20.65593529	0.581474648	0	0	94845.48438	70.01644135	-103.3492661	314.5595974	904.2709961	228.1435242	70.01644135	835.4363403	77.46799469	574.1420288	213.4550323	0	213.4550323	102.5320206	2834.545898	2419.491455	415.0545425	23.87968636	213.4550323	0	213.4550323	156.1204681	433.3163757	233.4378052	199.8785439	166.7108612	33.16768265	84.93863678	731.4678955	529.8288574	201.6390197	199.9186249	1.72039485	78.44915009	213.4550323	0	213.4550323	100.2135086	113.2415237	102.5320206	20.65593529	0
4527	20.76006699	20.76006699	0.579321327	0	0	94846.51563	69.67555237	-103.0040131	319.8852539	919.3762817	232.2106476	69.67555237	822.168335	77.81846619	558.5299072	216.8774414	0	216.8774338	102.1815491	2837.836426	2418.47998	419.3564529	23.97948265	216.8774414	0	216.8774338	156.0206909	459.7952271	255.1582642	204.6369743	170.9077454	33.72922897	84.46826172	749.4763184	543.9425049	205.5338237	203.7843018	1.749521971	78.14131165	216.8774414	0	216.8774338	101.7186737	115.1587601	102.1815491	20.76006699	0
4528	20.85952568	20.85952568	0.577229538	0	0	94847.50781	69.34393311	-102.6684189	325.0568644	933.9830322	236.2216797	69.34393311	809.2514648	78.15818787	543.3284912	220.2138977	0	220.2139053	101.8418198	2840.704346	2417.141357	423.5629272	24.08589745	220.2138977	0	220.2139053	155.9142761	485.5426025	276.2362976	209.3062859	175.0317535	34.27453232	84.01133728	767.0159912	557.6429443	209.3730062	207.5951996	1.77780664	77.84149933	220.2138977	0	220.2139053	103.193367	117.0205383	101.8418198	20.85952568	0
4529	20.95718002	20.95718002	0.575137749	0	0	94848.50781	69.0118866	-102.3325882	330.2265082	948.5654297	240.2500305	69.0118866	796.312439	78.4972229	528.1194458	223.5464478	0	223.5464478	101.5028	2843.324219	2415.568604	427.7556992	24.20150948	223.5464478	0	223.5464478	155.798645	511.2935791	297.3014526	213.9920998	179.1724701	34.81962967	83.55442047	784.5866699	571.3572388	213.2294052	211.4233246	1.80608058	77.54094696	223.5464478	0	223.5464478	104.6648331	118.8816147	101.5028	20.95718002	0
4530	21.05290413	21.05290413	0.573045959	0	0	94849.5	68.67941284	-101.9964981	335.3941176	963.1364136	244.2824097	68.67941284	783.3585205	78.835495	512.9162598	226.8700867	0	226.8700943	101.1645203	2845.720947	2413.799072	431.9219742	24.32620811	226.8700867	0	226.8700943	155.6739502	537.0400391	318.3552856	218.684761	183.3202515	35.36450958	83.09754181	802.1836548	585.0925903	217.0910724	215.2567291	1.834343314	77.23966217	226.8700867	0	226.8700943	106.1281433	120.741951	101.1645203	21.05290413	0
4531	21.14645767	21.14645767	0.570705109	0	0	94850.16406	68.34651947	-101.6601028	340.5366686	977.5111084	248.4208832	68.34651947	770.3331299	79.17304993	497.6232605	230.2128906	0	230.2128906	100.8269653	2847.52417	2411.379883	436.1443939	24.45982933	230.2128906	0	230.2128906	155.540329	562.7884521	339.333313	223.4551201	187.5483704	35.90674973	82.64067078	819.7855225	598.7354126	221.0500911	219.1876221	1.862469077	76.93764496	230.2128906	0	230.2128906	107.6196136	122.593277	100.8269653	21.14645767	0
4532	21.2371769	21.2371769	0.568115273	0	0	94850.5	68.01322174	-101.3233871	345.5218506	990.7827148	253.095932	68.01322174	756.9533081	79.50988007	481.8152161	233.6756287	0	233.675621	100.4901428	2846.868652	2406.133789	440.7347794	24.60222816	233.6756287	0	233.675621	155.397934	588.4938965	359.8955078	228.5983963	192.1660004	36.43239594	82.18382263	837.2190552	611.7226563	225.4964083	223.6066742	1.889734149	76.63493347	233.6756287	0	233.675621	109.287674	124.3879471	100.4901428	21.2371769	0
4533	21.32513046	21.32513046	0.565525436	0	0	94850.82813	67.67954254	-100.9863434	350.3379991	1002.819336	258.3974609	67.67954254	743.2605591	79.84591675	465.5071716	237.2825317	0	237.2825394	100.1541061	2843.62207	2397.870361	445.7515488	24.75326538	237.2825317	0	237.2825394	155.2468872	614.1196289	379.9386902	234.1809082	197.2406921	36.94021606	81.72702026	854.4684448	623.9561157	230.5123423	228.5962677	1.916074634	76.33151245	237.2825317	0	237.2825394	111.1607819	126.1217575	100.1541061	21.32513046	0
4534	21.41298103	21.41298103	0.562859421	0	0	94851.17188	67.33564758	-100.6390305	354.9967448	1013.035156	264.9531555	67.33564758	728.6621094	80.19103241	447.8859863	241.2499695	0	241.2499695	99.80899811	2835.933105	2384.27002	451.6630707	24.91760826	241.2499695	0	241.2499695	155.0825653	640.3184814	399.6219788	240.6964722	203.2650299	37.43144226	81.25684357	871.8641357	635.1896362	236.6745408	234.7329865	1.941554308	76.01846313	241.2499695	0	241.2499695	113.4510651	127.7989044	99.80899811	21.41298103	0
4535	21.49590302	21.49590302	0.560269547	0	0	94851.5	67.00119781	-100.3011856	359.6404012	1023.817261	270.8881836	67.00119781	714.8585205	80.52550507	431.3392639	244.9799194	0	244.9799118	99.47450256	2830.240723	2373.218262	457.0223846	25.08567047	244.9799194	0	244.9799118	154.9144897	665.6835938	418.9469604	246.7366447	208.815567	37.92107773	80.80010986	888.9002686	646.6283569	242.2718985	240.3049469	1.966951609	75.71366119	244.9799194	0	244.9799118	115.509285	129.4706268	99.47450256	21.49590302	0
4536	21.57663155	21.57663155	0.55767971	0	0	94851.83594	66.66638184	-99.96296692	364.0155029	1032.643677	277.8121033	66.66638184	700.7106934	80.85917664	414.1738892	248.9302521	0	248.9302521	99.14085388	2820.81665	2357.800781	463.0159607	25.26188087	248.9302521	0	248.9302521	154.738266	690.7981567	437.32547	253.4726944	215.0903015	38.38239288	80.34346008	905.5879517	656.8171387	248.7708176	246.7799377	1.990879893	75.40820313	248.9302521	0	248.9302521	117.8845978	131.0456543	99.14085388	21.57663155	0
4537	21.65535927	21.65535927	0.555089874	0	0	94852.17188	66.33123779	-99.62428284	368.2685343	1040.615845	285.1508484	66.33123779	690.3198242	81.19203186	396.9197083	247.2646179	0	247.2646255	98.80797577	2860.017334	2340.686035	519.3312988	25.44607162	247.2646179	0	247.2646255	154.5540771	710.0944824	455.1636047	254.9308929	216.1000519	38.83084106	79.88685608	914.5206299	666.4360352	248.0845752	246.0704346	2.014140606	75.10210419	247.2646179	0	247.2646255	114.6878738	132.5767517	98.80797577	21.65535927	0
4538	21.73227119	21.73227119	0.552500038	0	0	94852.5	65.9957428	-99.28514099	372.4110921	1047.816406	292.8634949	65.9957428	676.007019	81.524086	379.6461487	251.3469849	0	251.3469925	98.47592926	2848.807861	2322.130615	526.6773224	25.63804817	251.3469849	0	251.3469925	154.3620911	734.9981079	472.4690247	262.5290985	223.2614594	39.26763916	79.43032074	930.7318115	675.5292969	255.202523	253.1657257	2.036797285	74.79534912	251.3469849	0	251.3469925	117.278923	134.0680695	98.47592926	21.73227119	0
4539	21.80755997	21.80755997	0.549910202	0	0	94852.82813	65.65991974	-98.94546509	376.4547729	1054.308838	300.9283752	65.65991974	661.7719727	81.85533142	362.4089355	255.4905701	0	255.4905624	98.1446991	2836.541992	2302.335205	534.2066345	25.83765793	255.4905701	0	255.4905624	154.1624756	759.6469116	489.2481995	270.3986969	230.7046814	39.6940155	78.97383881	946.7728882	684.1293945	262.6435077	260.5845947	2.058912992	74.48797607	255.4905701	0	255.4905624	119.9667587	135.5238037	98.1446991	21.80755997	0
4540	21.88141251	21.88141251	0.547320328	0	0	94853.16406	65.3237915	-98.60529327	380.4112413	1060.240967	309.239502	65.3237915	647.6456909	82.18569946	345.2868347	259.6611938	0	259.6612091	97.81433105	2823.480469	2281.671387	541.8092957	26.04472733	259.6611938	0	259.6612091	153.9554138	784.013855	505.5499573	278.4638634	238.3526764	40.11118698	78.51744843	962.6403809	692.326416	270.3139501	268.2333984	2.080551624	74.17999268	259.6611938	0	259.6612091	122.713089	136.9481201	97.81433105	21.88141251	0
4541	21.95402145	21.95402145	0.544730492	0	0	94853.5	64.98736572	-98.26454163	384.2921617	1065.643677	317.808075	64.98736572	633.6607666	82.51522827	328.3064575	263.8657227	0	263.8657074	97.48479462	2809.738281	2260.242432	549.4960175	26.25906181	263.8657227	0	263.8657074	153.7410889	808.1119385	521.3773804	286.7345734	246.2141724	40.520401	78.06113434	978.359375	700.1351318	278.2241833	276.122406	2.101777315	73.87139893	263.8657227	0	263.8657074	125.5204468	138.3452606	97.48479462	21.95402145	0
4542	22.02766418	22.02766418	0.542064476	0	0	94853.83594	64.64072418	-97.91320038	388.2205878	1070.765137	326.8289185	64.64072418	619.4365234	82.85352325	311.0265808	268.2091064	0	268.2091064	97.14650726	2795.084229	2237.653809	557.4302979	26.4871254	268.2091064	0	268.2091064	153.513031	832.6313477	537.2174683	295.4138527	254.4792328	40.9346199	77.59150696	994.3951416	707.838501	286.5566125	284.4333496	2.123262882	73.55310822	268.2091064	0	268.2091064	128.4496155	139.759491	97.14650726	22.02766418	0
4543	22.09832573	22.09832573	0.53947464	0	0	94854.17188	64.30371857	-97.57125092	391.9839817	1075.435791	335.706604	64.30371857	605.7976685	83.18126678	294.4769897	272.4199219	0	272.4199066	96.8187561	2780.559814	2215.473389	565.0865936	26.71568298	272.4199219	0	272.4199066	153.2844849	856.1704102	552.2224731	303.9479256	262.6164856	41.33143997	77.13539124	1009.838318	715.074585	294.7637494	292.6199036	2.143845797	73.24332428	272.4199219	0	272.4199066	131.3055725	141.1143341	96.8187561	22.09832573	0
4544	22.16831779	22.16831779	0.536884766	0	0	94854.5	63.96644592	-97.22866058	395.7070584	1079.8396	344.7058105	63.96644592	592.3561401	83.50813293	278.1730042	276.6293335	0	276.6293182	96.49190521	2765.844971	2193.138184	572.7068024	26.95095825	276.6293335	0	276.6293182	153.0491943	879.4550781	566.8646851	312.5903702	270.8663635	41.72400665	76.67936707	1025.177368	722.0878296	303.0895009	300.925293	2.164207935	72.93297577	276.6293335	0	276.6293182	134.1746826	142.4546356	96.49190521	22.16831779	0
4545	22.2378273	22.2378273	0.53429493	0	0	94854.83594	63.62891006	-96.88542175	399.4014825	1084.096191	353.7491455	63.62891006	579.1187134	83.83406067	262.1474304	280.8157959	0	280.8158112	96.16596985	2751.119629	2170.893311	580.2263336	27.19281006	280.8157959	0	280.8158112	152.8073578	902.4912109	581.206665	321.2845993	279.171051	42.11354828	76.2234726	1040.422119	728.9576416	311.4644732	309.2800598	2.184413433	72.62206268	280.8157959	0	280.8158112	137.031189	143.7846222	96.16596985	22.2378273	0
4546	22.30704308	22.30704308	0.531705093	0	0	94855.16406	63.29112244	-96.54141235	403.0788845	1088.286377	362.7976685	63.29112244	566.0863037	84.15911865	246.4107513	284.9713135	0	284.9712982	95.84089661	2736.51709	2148.897217	587.6199036	27.44104385	284.9713135	0	284.9712982	152.5590973	925.3000488	595.2974243	330.0026436	287.5013428	42.50130081	75.76763916	1055.592163	735.7388306	319.8533297	317.6488037	2.204525948	72.31060791	284.9713135	0	284.9712982	139.8628082	145.10849	95.84089661	22.30704308	0
4547	22.37615585	22.37615585	0.529115257	0	0	94855.5	62.95311737	-96.19673157	406.7509291	1092.491577	371.8117981	62.95311737	553.265625	84.4832077	230.9772949	289.0879517	0	289.0879669	95.51681519	2722.162598	2127.299316	594.863327	27.69549179	289.0879517	0	289.0879669	152.3046722	947.899292	609.184082	338.7152138	295.8267212	42.88849258	75.31197357	1070.707886	742.4877319	328.2201233	325.9955139	2.224609375	71.99861908	289.0879517	0	289.0879669	142.6575317	146.4304352	95.51681519	22.37615585	0
4548	22.44535446	22.44535446	0.526525383	0	0	94855.82813	62.61488724	-95.85119629	410.4292806	1096.777832	380.7675476	62.61488724	540.6509399	84.80644989	215.8434753	293.1633301	0	293.1633301	95.19358826	2708.159668	2106.211426	601.9482727	27.95596313	293.1633301	0	293.1633301	152.0441895	970.3213501	622.9155884	347.405735	304.1293945	43.27634048	74.85637665	1085.793823	749.2512207	336.542609	334.2978821	2.244726896	71.68611908	293.1633301	0	293.1633301	145.4086914	147.7546387	95.19358826	22.44535446	0
4549	22.51687813	22.51687813	0.523859367	0	0	94856.17188	62.26647949	-95.49476624	414.1255018	1100.636963	390.2147827	62.26647949	527.8291626	85.13809967	200.4563599	297.3690186	0	297.3690338	94.86193085	2693.07251	2083.80542	609.2672272	28.23027039	297.3690186	0	297.3690338	151.7698822	993.053894	636.5248413	356.5290833	312.8630066	43.66607666	74.38757324	1101.118408	755.7939453	345.3244517	343.0595093	2.264942408	71.36387634	297.3690186	0	297.3690338	148.2837524	149.0852814	94.86193085	22.51687813	0
4550	22.58683395	22.58683395	0.521269531	0	0	94856.5	61.92783737	-95.14761353	417.9614597	1106.108154	398.5531616	61.92783737	515.6732178	85.4593277	186.0827942	301.2628174	0	301.2628174	94.54068756	2681.32666	2065.613525	615.7131348	28.50249672	301.2628174	0	301.2628174	151.4976501	1015.376953	650.5574951	364.8194771	320.7489319	44.0705452	73.93228149	1116.402344	763.296875	353.1055326	350.8196106	2.28592205	71.05034637	301.2628174	0	301.2628174	150.7966003	150.466217	94.54068756	22.58683395	0
4551	22.65744972	22.65744972	0.518679695	0	0	94856.83594	61.58900452	-94.79962921	421.7298381	1111.193726	407.0337219	61.58900452	503.6445313	85.77959442	171.8751678	305.1526489	0	305.1526642	94.22045135	2669.108154	2046.961548	622.1467743	28.78028488	305.1526489	0	305.1526642	151.2198639	1037.422852	664.1992188	373.2235947	328.7557068	44.46788788	73.4771347	1131.526978	770.5049438	361.0220473	358.7155151	2.306532145	70.7363205	305.1526489	0	305.1526642	153.329834	151.8228302	94.22045135	22.65744972	0
4552	22.72891426	22.72891426	0.516089859	0	0	94857.17188	61.25000381	-94.45072937	425.5513509	1116.66626	415.3186646	61.25000381	491.7936707	86.09884644	157.9523468	308.9815674	0	308.9815521	93.90118408	2657.637451	2029.273193	628.3643494	29.06345558	308.9815674	0	308.9815521	150.9366913	1059.420044	677.9141235	381.5059662	336.6351318	44.87083435	73.02214813	1146.721924	777.9537354	368.7681677	366.4407349	2.327432871	70.42182159	308.9815674	0	308.9815521	155.7829742	153.1985779	93.90118408	22.72891426	0
4553	22.8014183	22.8014183	0.513499985	0	0	94857.5	60.91083527	-94.10087585	429.4377645	1122.63623	423.3396912	60.91083527	480.0951233	86.41713715	144.3038788	312.734314	0	312.7343292	93.58290863	2647.032959	2012.70813	634.3249207	29.35183716	312.734314	0	312.7343292	150.6483002	1081.402344	691.7861328	389.6161957	344.3355713	45.28062439	72.56729126	1162.007202	785.7255249	376.2817023	373.9330139	2.348688364	70.1068573	312.734314	0	312.7343292	158.1366425	154.5976868	93.58290863	22.8014183	0
