*3x3 borehole field; B/H=0.05; rb/h=0.0055
NrOfBoreholes: 9
*Log(t/tES);g-Value
-10,	1.912474515
-9,	2.406547632
-8,	2.900670263
-7,	3.392994115
-6,	3.92451494
-5,	4.795661937
-4,	6.407856629
-3,	8.81041691
-2,	11.53031566
-1,	13.98160237
0,	15.79619515
1,	16.82834674
2,	17.24317197
3,	17.36736705
4,	17.39878892
